priors_count,Violence_rawscore,Recidivism_rawscore,race,doc_id,query_id
0.0,0.066546763,1.0,0,1,1
0.052631579000000005,0.052158273,0.993603412,0,2,1
0.0,0.0,0.991471215,0,3,1
0.052631579000000005,0.075539568,0.989339019,0,4,1
0.0,0.017985611999999998,0.987206823,1,5,1
0.0,0.073741007,0.985074627,0,6,1
0.0,0.023381295,0.982942431,0,7,1
0.0,0.082733813,0.980810235,1,8,1
0.0,0.025179856,0.978678038,0,9,1
0.0,0.028776977999999998,0.978678038,0,10,1
0.026315789,0.088129496,0.97228145,0,11,1
0.026315789,0.086330935,0.963752665,0,12,1
0.0,0.037769784,0.963752665,0,13,1
0.0,0.023381295,0.961620469,0,14,1
0.0,0.09352518,0.961620469,0,15,1
0.0,0.032374101,0.959488273,0,16,1
0.0,0.041366906,0.957356077,0,17,1
0.0,0.037769784,0.957356077,0,18,1
0.026315789,0.03057554,0.957356077,1,19,1
0.026315789,0.04676259,0.955223881,0,20,1
0.0,0.050359712,0.955223881,0,21,1
0.026315789,0.043165468,0.953091684,0,22,1
0.0,0.057553957,0.953091684,0,23,1
0.0,0.041366906,0.950959488,0,24,1
0.0,0.050359712,0.950959488,0,25,1
0.0,0.050359712,0.950959488,0,26,1
0.0,0.10251798599999999,0.948827292,0,27,1
0.0,0.09352518,0.948827292,0,28,1
0.026315789,0.041366906,0.946695096,0,29,1
0.0,0.066546763,0.9445629,0,30,1
0.0,0.09892086300000001,0.9445629,0,31,1
0.0,0.170863309,0.942430704,0,32,1
0.184210526,0.09352518,0.942430704,0,33,1
0.0,0.061151079000000004,0.940298507,0,34,1
0.026315789,0.057553957,0.940298507,1,35,1
0.026315789,0.111510791,0.938166311,0,36,1
0.0,0.055755396,0.936034115,0,37,1
0.026315789,0.06294964,0.933901919,1,38,1
0.026315789,0.061151079000000004,0.933901919,1,39,1
0.0,0.070143885,0.933901919,0,40,1
0.078947368,0.057553957,0.9317697229999999,0,41,1
0.0,0.050359712,0.9317697229999999,0,42,1
0.0,0.075539568,0.929637527,0,43,1
0.0,0.06474820099999999,0.929637527,0,44,1
0.0,0.075539568,0.929637527,0,45,1
0.0,0.071942446,0.929637527,0,46,1
0.0,0.075539568,0.929637527,0,47,1
0.0,0.061151079000000004,0.92750533,0,48,1
0.026315789,0.09532374099999999,0.925373134,0,49,1
0.0,0.104316547,0.925373134,0,50,1
0.0,0.077338129,0.923240938,0,51,1
0.0,0.077338129,0.923240938,0,52,1
0.052631579000000005,0.080935252,0.923240938,0,53,1
0.052631579000000005,0.073741007,0.923240938,0,54,1
0.0,0.077338129,0.923240938,0,55,1
0.052631579000000005,0.077338129,0.923240938,0,56,1
0.026315789,0.057553957,0.921108742,0,57,1
0.0,0.066546763,0.921108742,0,58,1
0.026315789,0.055755396,0.921108742,0,59,1
0.0,0.061151079000000004,0.921108742,0,60,1
0.0,0.183453237,0.921108742,0,61,1
0.0,0.082733813,0.918976546,0,62,1
0.026315789,0.161870504,0.918976546,0,63,1
0.052631579000000005,0.104316547,0.918976546,0,64,1
0.026315789,0.079136691,0.918976546,0,65,1
0.026315789,0.082733813,0.918976546,0,66,1
0.026315789,0.059352518,0.91684435,0,67,1
0.052631579000000005,0.068345324,0.91684435,0,68,1
0.0,0.06294964,0.91684435,0,69,1
0.0,0.077338129,0.914712154,0,70,1
0.0,0.088129496,0.9125799569999999,0,71,1
0.10526315800000001,0.13129496400000001,0.9125799569999999,0,72,1
0.0,0.088129496,0.9125799569999999,0,73,1
0.026315789,0.088129496,0.9125799569999999,1,74,1
0.026315789,0.088129496,0.9125799569999999,0,75,1
0.0,0.077338129,0.9125799569999999,0,76,1
0.052631579000000005,0.151079137,0.9125799569999999,0,77,1
0.052631579000000005,0.19064748199999998,0.910447761,0,78,1
0.0,0.12230215800000001,0.910447761,1,79,1
0.0,0.17805755399999998,0.910447761,0,80,1
0.0,0.10251798599999999,0.910447761,0,81,1
0.0,0.086330935,0.908315565,1,82,1
0.0,0.086330935,0.908315565,0,83,1
0.0,0.09352518,0.908315565,0,84,1
0.0,0.086330935,0.908315565,0,85,1
0.0,0.134892086,0.908315565,1,86,1
0.0,0.09352518,0.908315565,1,87,1
0.0,0.09352518,0.908315565,0,88,1
0.0,0.075539568,0.906183369,0,89,1
0.026315789,0.124100719,0.906183369,1,90,1
0.10526315800000001,0.09892086300000001,0.906183369,0,91,1
0.0,0.125899281,0.906183369,0,92,1
0.0,0.125899281,0.904051173,0,93,1
0.0,0.080935252,0.904051173,0,94,1
0.0,0.08453237400000001,0.904051173,0,95,1
0.0,0.136690647,0.904051173,0,96,1
0.0,0.071942446,0.904051173,1,97,1
