DurationMonth,CreditAmount,score,age35,query_id,doc_id
0.470588235,0.568834599,1.0,0.0,1,1.0
0.33823529399999996,0.8793881370000001,0.999,0.0,1,2.0
0.20588235300000002,0.7955320790000001,0.998,1.0,1,3.0
0.117647059,0.8147353359999999,0.997,1.0,1,4.0
0.20588235300000002,0.722020469,0.996,0.0,1,5.0
0.8235294120000001,0.637614174,0.995,0.0,1,6.0
0.117647059,0.962583911,0.994,0.0,1,7.0
0.647058824,0.76037196,0.993,1.0,1,8.0
0.33823529399999996,0.7281831190000001,0.992,0.0,1,9.0
0.235294118,0.778694839,0.991,1.0,1,10.0
0.029411765,0.966435567,0.99,0.0,1,11.0
0.073529412,0.950258611,0.989,0.0,1,12.0
0.294117647,0.814515242,0.988,1.0,1,17.0
0.382352941,0.595796192,0.987,0.0,1,13.0
0.161764706,0.813304721,0.986,1.0,1,24.0
0.8235294120000001,0.443380654,0.985,0.0,1,14.0
0.382352941,0.849180147,0.984,1.0,1,28.0
0.029411765,0.9398591390000001,0.983,0.0,1,15.0
0.117647059,0.861945637,0.982,1.0,1,29.0
0.25,0.833553428,0.981,0.0,1,16.0
0.382352941,0.67332453,0.98,1.0,1,31.0
0.117647059,0.862550897,0.979,0.0,1,18.0
0.029411765,0.940959613,0.978,1.0,1,33.0
0.294117647,0.66055904,0.977,0.0,1,19.0
0.602941176,0.363596346,0.976,1.0,1,35.0
0.294117647,0.9460217890000001,0.975,0.0,1,20.0
0.470588235,0.8913282709999999,0.974,0.0,1,21.0
0.073529412,0.941509849,0.973,1.0,1,43.0
0.382352941,0.429239573,0.972,0.0,1,22.0
0.294117647,0.7876086720000001,0.971,1.0,1,51.0
0.33823529399999996,0.55606911,0.97,0.0,1,23.0
0.470588235,0.649829427,0.969,1.0,1,52.0
0.117647059,0.9743039509999999,0.968,0.0,1,25.0
0.647058824,0.845383515,0.967,1.0,1,53.0
0.20588235300000002,0.658413118,0.966,0.0,1,26.0
0.294117647,0.859029383,0.965,1.0,1,56.0
0.8235294120000001,0.20039617,0.964,0.0,1,27.0
0.073529412,0.9311654009999999,0.963,1.0,1,60.0
0.647058824,0.665401122,0.962,0.0,1,30.0
0.426470588,0.7781996259999999,0.961,1.0,1,61.0
0.117647059,0.937107956,0.96,0.0,1,32.0
0.294117647,0.907285133,0.959,1.0,1,62.0
0.058823529000000006,0.949708375,0.958,0.0,1,34.0
0.647058824,0.615494663,0.957,1.0,1,71.0
0.8235294120000001,0.256850446,0.956,0.0,1,36.0
0.161764706,0.8284362279999999,0.955,1.0,1,78.0
0.25,0.948387807,0.954,0.0,1,37.0
0.33823529399999996,0.685539782,0.953,1.0,1,79.0
0.20588235300000002,0.82546495,0.952,0.0,1,38.0
0.8235294120000001,0.455595906,0.951,1.0,1,89.0
0.382352941,0.8937493120000001,0.95,0.0,1,39.0
0.294117647,0.8147353359999999,0.949,1.0,1,91.0
0.117647059,0.907285133,0.948,0.0,1,40.0
0.470588235,0.862660944,0.947,1.0,1,102.0
0.294117647,0.9743039509999999,0.946,0.0,1,41.0
0.20588235300000002,0.95565093,0.945,1.0,1,103.0
0.470588235,0.71151095,0.944,0.0,1,42.0
0.235294118,0.675470452,0.943,1.0,1,105.0
0.470588235,0.834984043,0.942,0.0,1,44.0
0.088235294,0.9460217890000001,0.941,1.0,1,106.0
0.647058824,0.8623858259999999,0.94,0.0,1,45.0
0.20588235300000002,0.907230109,0.939,1.0,1,108.0
0.382352941,0.874986244,0.938,0.0,1,46.0
0.20588235300000002,0.9791460329999999,0.937,1.0,1,116.0
0.117647059,0.885495763,0.936,0.0,1,47.0
0.8235294120000001,0.152470562,0.935,1.0,1,117.0
0.470588235,0.906294707,0.934,0.0,1,48.0
0.20588235300000002,0.679762298,0.933,1.0,1,122.0
0.20588235300000002,0.835259161,0.932,1.0,1,128.0
0.470588235,0.904974139,0.931,0.0,1,49.0
0.558823529,0.619456366,0.93,1.0,1,137.0
0.117647059,0.9226917570000001,0.929,0.0,1,50.0
0.25,0.738472543,0.928,1.0,1,145.0
0.470588235,0.43727302700000004,0.927,0.0,1,54.0
0.33823529399999996,0.732199846,0.926,1.0,1,146.0
0.294117647,0.9429404640000001,0.925,0.0,1,55.0
0.294117647,0.934411797,0.924,1.0,1,151.0
0.25,0.982337405,0.923,0.0,1,57.0
0.294117647,0.586882359,0.922,1.0,1,154.0
0.470588235,0.802740178,0.921,0.0,1,58.0
0.029411765,0.9340266309999999,0.92,1.0,1,155.0
0.294117647,0.92588313,0.919,0.0,1,59.0
0.294117647,0.905524375,0.918,1.0,1,157.0
0.294117647,0.780400572,0.917,0.0,1,63.0
0.25,0.815725762,0.916,1.0,1,162.0
0.647058824,0.675745571,0.915,0.0,1,64.0
0.029411765,0.9060746120000001,0.914,1.0,1,167.0
0.382352941,0.814460218,0.913,0.0,1,65.0
0.161764706,0.893474194,0.912,1.0,1,168.0
0.294117647,0.901947838,0.911,0.0,1,66.0
0.25,0.9256080109999999,0.91,1.0,1,170.0
0.8235294120000001,0.612248267,0.909,0.0,1,67.0
0.294117647,0.7952019370000001,0.908,1.0,1,172.0
0.294117647,0.891438318,0.907,0.0,1,68.0
0.073529412,0.954220315,0.906,1.0,1,181.0
0.470588235,0.963739408,0.905,0.0,1,69.0
0.25,0.812809508,0.904,1.0,1,186.0
0.073529412,0.9428854409999999,0.903,0.0,1,70.0
0.294117647,0.844888302,0.902,1.0,1,193.0
0.294117647,0.880378563,0.901,0.0,1,72.0
